0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,Timestamp
67.25,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,567,320,2800,0,00:00:49.592705
67.3125,4,0,65535,0,0,200,402,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,569,320,2800,0,00:00:49.694958
67.375,4,0,65535,0,0,200,403,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,570,320,2800,0,00:00:49.797211
67.4375,4,0,65535,0,0,200,403,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,571,320,2800,0,00:00:49.899464
67.5,4,0,65535,0,0,200,402,124,918,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,573,320,2800,0,00:00:50.001717
67.5625,4,0,65535,0,0,200,403,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,574,320,2800,0,00:00:50.103970
68.0,4,0,65535,0,0,200,403,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,576,320,2800,0,00:00:50.206223
68.0625,4,0,65535,0,0,200,403,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,577,320,2800,0,00:00:50.308476
68.125,4,0,65535,0,0,100,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,579,320,2900,0,00:00:50.410729
68.1875,4,0,65535,0,0,100,403,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,580,320,2900,0,00:00:50.512982
68.25,4,0,65535,0,0,100,403,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,581,320,2900,0,00:00:50.615235
68.3125,4,0,65535,0,0,100,403,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,583,320,2900,0,00:00:50.717488
68.375,4,0,65535,0,0,100,403,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,584,320,2900,0,00:00:50.819741
68.4375,4,0,65535,0,0,100,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,585,320,3000,0,00:00:50.921994
68.5,4,0,65535,0,0,100,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,587,320,3000,0,00:00:51.024247
68.5625,4,0,65535,0,0,100,403,124,918,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,588,320,3000,0,00:00:51.126500
69.0,4,0,65535,0,0,100,403,124,917,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,590,320,3000,0,00:00:51.228753
69.0625,4,0,65535,0,0,100,402,124,917,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,591,320,3000,0,00:00:51.331006
69.125,4,0,65535,0,0,100,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,592,320,3000,0,00:00:51.433259
69.1875,4,0,65535,0,0,100,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,594,320,3000,0,00:00:51.535512
69.25,4,0,65535,0,0,100,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,595,320,3000,0,00:00:51.637765
69.3125,4,0,65535,0,0,100,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,597,320,3000,0,00:00:51.740018
69.375,4,0,65535,0,0,100,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,598,320,3000,0,00:00:51.842271
69.4375,4,0,65535,0,0,100,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,599,320,3000,0,00:00:51.944524
69.5,4,0,65535,0,0,100,403,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,601,320,3000,0,00:00:52.046777
69.5625,4,0,65535,0,0,100,402,124,918,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,602,320,3000,0,00:00:52.149030
70.0,4,0,65535,0,0,100,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,603,320,3000,0,00:00:52.251283
70.0625,4,0,65535,0,0,100,403,124,917,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,605,320,3100,0,00:00:52.353536
70.125,4,0,65535,0,0,100,403,124,918,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,606,320,3100,0,00:00:52.455789
70.1875,4,0,65535,0,0,200,402,124,918,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,608,320,3200,0,00:00:52.558042
70.25,4,0,65535,0,0,200,403,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,609,320,3200,0,00:00:52.660295
70.3125,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,610,320,3200,0,00:00:52.762548
70.375,4,0,65535,0,0,200,403,123,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,612,320,3200,0,00:00:52.864801
70.4375,4,0,65535,0,0,200,403,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,613,320,3200,0,00:00:52.967054
70.5,4,0,65535,0,0,200,403,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,615,320,3300,0,00:00:53.069307
70.5625,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,616,320,3300,0,00:00:53.171560
71.0,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,617,320,3300,0,00:00:53.273813
71.0625,4,0,65535,0,0,200,403,123,918,918,0,0,127,119,0,0,0,0,0,1,51,8460,1,51,7938,1,619,320,3300,0,00:00:53.376066
71.125,4,0,65535,0,0,200,403,124,917,918,0,0,127,119,0,0,0,0,0,1,51,8460,1,51,7938,1,620,320,3300,0,00:00:53.478319
71.1875,4,0,65535,0,0,200,402,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,621,320,3300,0,00:00:53.580572
71.25,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,623,320,3300,0,00:00:53.682825
71.3125,4,0,65535,0,0,200,403,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,624,320,3300,0,00:00:53.785078
71.375,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,626,320,3300,0,00:00:53.887331
71.4375,4,0,65535,0,0,200,402,124,918,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,627,320,3300,0,00:00:53.989584
71.5,4,0,65535,0,0,200,402,123,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,628,320,3300,0,00:00:54.091837
71.5625,4,0,65535,0,0,200,403,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,630,320,3300,0,00:00:54.194090
72.0,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,631,320,3300,0,00:00:54.296343
72.0625,4,0,65535,0,0,200,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,632,320,3300,0,00:00:54.398596
72.125,4,0,65535,0,0,200,403,123,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,634,320,3300,0,00:00:54.500849
72.1875,4,0,65535,0,0,200,403,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,635,320,3300,0,00:00:54.603102
72.25,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,637,320,3300,0,00:00:54.705355
72.3125,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,638,320,3300,0,00:00:54.807608
72.375,4,0,65535,0,0,200,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,639,320,3300,0,00:00:54.909861
72.4375,4,0,65535,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,641,320,3300,0,00:00:55.012114
72.5,4,0,65535,0,0,200,403,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,642,320,3300,0,00:00:55.114367
72.5625,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,644,320,3300,0,00:00:55.216620
73.0,4,0,65535,0,0,200,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,645,320,3300,0,00:00:55.318873
73.0625,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,646,320,3300,0,00:00:55.421126
73.125,4,0,65535,0,0,200,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,648,320,3400,0,00:00:55.523379
73.1875,4,0,65535,0,0,200,403,124,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,649,320,3400,0,00:00:55.625632
73.25,4,0,65535,0,0,200,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,651,320,3400,0,00:00:55.727885
73.3125,4,0,65535,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,652,320,3400,0,00:00:55.830138
73.375,4,0,65535,0,0,200,403,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,653,320,3400,0,00:00:55.932391
73.4375,4,0,65535,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,655,320,3400,0,00:00:56.034644
73.5,4,0,65535,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,656,320,3400,0,00:00:56.136897
73.5625,4,0,65535,0,0,200,402,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,657,320,3400,0,00:00:56.239150
80.0,4,0,65535,0,0,200,403,124,917,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,659,320,3400,0,00:00:56.341403
80.0625,4,0,65535,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,660,320,3400,0,00:00:56.443656
80.125,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,662,320,3400,0,00:00:56.545909
80.1875,4,0,65535,0,0,200,402,123,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,663,320,3400,0,00:00:56.648162
80.25,4,0,65535,0,0,200,403,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,664,320,3400,0,00:00:56.750415
80.3125,4,0,65535,0,0,200,402,124,917,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,666,320,3400,0,00:00:56.852668
80.375,4,0,65535,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,667,320,3400,0,00:00:56.954921
80.4375,4,0,65535,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,669,320,3400,0,00:00:57.057174
80.5,4,0,65535,0,0,200,402,124,917,918,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,670,320,3600,0,00:00:57.159427
80.5625,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,671,320,3600,0,00:00:57.261680
81.0,4,0,65535,0,0,200,402,124,918,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,673,320,3600,0,00:00:57.363933
81.0625,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,674,320,3600,0,00:00:57.466186
81.125,4,0,65535,0,0,200,403,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,676,320,3600,0,00:00:57.568439
81.1875,4,0,65535,0,0,200,403,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,677,320,3600,0,00:00:57.670692
81.25,4,0,65535,0,0,200,403,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,678,320,3600,0,00:00:57.772945
81.3125,4,0,65535,0,0,200,402,123,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,680,320,3600,0,00:00:57.875198
81.375,4,0,65535,0,0,300,402,123,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,681,320,3800,0,00:00:57.977451
81.4375,4,0,65535,0,0,300,403,123,918,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,682,320,3800,0,00:00:58.079704
81.5,4,0,65535,0,0,300,402,123,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,684,320,3800,0,00:00:58.181957
81.5625,4,0,65535,0,0,300,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,685,320,3800,0,00:00:58.284210
82.0,4,0,65535,0,0,300,403,123,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,686,320,3800,0,00:00:58.386463
82.0625,4,0,65535,0,0,300,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,688,320,3800,0,00:00:58.488716
82.125,4,0,65535,0,0,300,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,689,320,3800,0,00:00:58.590969
82.1875,4,0,65535,0,0,300,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,691,320,3800,0,00:00:58.693222
82.25,4,0,65535,0,0,200,403,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,692,320,3800,0,00:00:58.795475
82.3125,4,0,65535,0,0,200,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,693,320,3800,0,00:00:58.897728
82.375,4,0,65535,0,0,200,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,695,320,3800,0,00:00:58.999981
82.4375,4,0,65535,0,0,200,402,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,696,320,3900,0,00:00:59.102234
82.5,4,0,65535,0,0,200,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,698,320,3900,0,00:00:59.204487
82.5625,4,0,65535,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,699,320,3900,0,00:00:59.306740
83.0,4,0,65535,0,0,200,403,124,917,917,0,0,127,120,0,0,0,0,0,1,51,8460,1,51,7938,1,700,320,3900,0,00:00:59.408993
83.0625,4,0,65535,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,702,320,3900,0,00:00:59.511246
83.125,4,0,65535,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,703,320,3900,0,00:00:59.613499
83.1875,4,0,65535,0,0,200,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,705,320,3900,0,00:00:59.715752
83.25,4,0,0,0,0,200,402,124,918,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,706,320,3900,0,00:00:59.818005
83.3125,4,0,0,0,0,200,402,123,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,707,320,3900,0,00:00:59.920258
83.375,4,0,0,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,709,320,3900,0,00:01:00.022511
83.4375,4,0,0,0,0,200,402,124,917,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,710,320,3900,0,00:01:00.124764
83.5,4,0,0,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,711,320,3900,0,00:01:00.227017
83.5625,4,0,0,0,0,200,402,123,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,713,320,3900,0,00:01:00.329270
84.0,4,0,0,0,0,200,402,124,918,917,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,714,320,3900,0,00:01:00.431523
84.0625,4,0,0,0,0,200,403,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,716,320,3900,0,00:01:00.533776
84.125,4,0,0,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,717,320,3900,0,00:01:00.636029
84.1875,4,0,0,0,0,200,402,124,917,918,0,0,126,120,0,0,0,0,0,1,51,8460,1,51,7938,1,718,320,3900,0,00:01:00.738282
84.25,4,0,0,0,0,200,403,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,720,320,3900,0,00:01:00.840535
84.3125,4,0,0,0,0,200,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,721,320,3900,0,00:01:00.942788
84.375,4,0,0,0,0,200,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,723,320,4000,0,00:01:01.045041
84.4375,4,0,0,0,0,200,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,724,320,4000,0,00:01:01.147294
84.5,4,0,0,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,725,320,4000,0,00:01:01.249547
84.5625,4,0,0,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,727,320,4000,0,00:01:01.351800
85.0,4,0,0,0,0,200,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,728,320,4000,0,00:01:01.454053
85.0625,4,0,0,0,0,200,403,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,729,320,4000,0,00:01:01.556306
85.125,4,0,0,0,0,200,403,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,731,320,4000,0,00:01:01.658559
85.1875,4,0,0,0,0,100,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,732,320,4100,0,00:01:01.760812
85.25,4,0,0,0,0,100,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,734,320,4200,0,00:01:01.863065
85.3125,4,0,0,0,0,100,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,735,320,4200,0,00:01:01.965318
85.375,4,0,0,0,0,100,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,736,320,4200,0,00:01:02.067571
85.4375,4,0,0,0,0,100,402,124,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,738,320,4200,0,00:01:02.169824
85.5,4,0,0,0,0,100,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,739,320,4200,0,00:01:02.272077
85.5625,4,0,0,0,0,100,402,124,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,740,320,4200,0,00:01:02.374330
86.0,4,0,0,0,0,100,402,124,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,742,320,4200,0,00:01:02.476583
86.0625,4,0,0,0,0,100,402,124,918,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,743,320,4200,0,00:01:02.578836
86.125,4,0,0,0,0,100,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,745,320,4200,0,00:01:02.681089
86.1875,4,0,0,0,0,100,403,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,746,320,4200,0,00:01:02.783342
86.25,4,0,0,0,0,100,402,125,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,747,320,4200,0,00:01:02.885595
86.3125,4,0,0,0,0,100,402,124,917,918,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,749,320,4200,0,00:01:02.987848
86.375,4,0,0,0,0,100,402,125,917,918,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,750,320,4200,0,00:01:03.090101
86.4375,4,0,0,0,0,100,402,125,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,752,320,4200,0,00:01:03.192354
86.5,4,0,0,0,0,100,402,124,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,753,320,4200,0,00:01:03.294607
86.5625,4,0,0,0,0,100,402,125,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,754,320,4200,0,00:01:03.396860
87.0,4,0,0,0,0,100,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,756,320,4200,0,00:01:03.499113
87.0625,4,0,0,0,0,100,402,125,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,757,320,4200,0,00:01:03.601366
87.125,4,0,0,0,0,100,402,125,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,759,320,4200,0,00:01:03.703619
87.1875,4,0,0,0,0,100,402,125,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,760,320,4200,0,00:01:03.805872
87.25,4,0,0,0,0,100,402,125,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,761,320,4200,0,00:01:03.908125
87.3125,4,0,0,0,0,100,402,125,917,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,763,320,4200,0,00:01:04.010378
87.375,4,0,0,0,0,100,403,124,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,764,320,4200,0,00:01:04.112631
87.4375,4,0,0,0,0,100,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,766,320,4300,0,00:01:04.214884
87.5,4,0,0,0,0,100,402,124,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,767,320,4300,0,00:01:04.317137
87.5625,4,0,0,0,0,100,402,125,917,918,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,768,320,4300,0,00:01:04.419390
88.0,4,0,0,0,0,100,402,125,917,918,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,770,320,4300,0,00:01:04.521643
88.0625,4,0,0,0,0,100,402,124,917,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,771,320,4300,0,00:01:04.623896
88.125,4,0,0,0,0,100,402,124,917,918,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,772,320,4300,0,00:01:04.726149
88.1875,4,0,0,0,0,100,402,125,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,774,320,4300,0,00:01:04.828402
88.25,4,0,0,0,0,100,402,125,917,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,775,320,4300,0,00:01:04.930655
88.3125,4,0,0,0,0,200,402,125,917,917,0,0,127,122,0,0,0,0,0,1,51,8460,1,51,7938,1,776,320,4400,0,00:01:05.032908
88.375,4,0,0,0,0,200,402,125,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,778,320,4400,0,00:01:05.135161
88.4375,4,0,0,0,0,200,402,125,918,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,779,320,4400,0,00:01:05.237414
88.5,4,0,0,0,0,200,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,781,320,4500,0,00:01:05.339667
88.5625,4,0,0,0,0,200,402,125,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,782,320,4500,0,00:01:05.441920
89.0,4,0,0,0,0,200,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,783,320,4500,0,00:01:05.544173
89.0625,4,0,0,0,0,200,402,125,918,917,0,0,127,122,0,0,0,0,0,1,51,8460,1,51,7938,1,785,320,4500,0,00:01:05.646426
89.125,4,0,0,0,0,200,402,125,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,786,320,4500,0,00:01:05.748679
89.1875,4,0,0,0,0,200,402,125,917,917,0,0,127,122,0,0,0,0,0,1,51,8460,1,51,7938,1,788,320,4500,0,00:01:05.850932
89.25,4,0,0,0,0,200,402,125,917,917,0,0,127,121,0,0,0,0,0,1,51,8460,1,51,7938,1,789,320,4500,0,00:01:05.953185
89.3125,4,0,0,0,0,200,402,124,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,790,320,4500,0,00:01:06.055438
89.375,4,0,0,0,0,200,402,125,917,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,792,320,4500,0,00:01:06.157691
89.4375,4,0,0,0,0,200,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,793,320,4500,0,00:01:06.259944
89.5,4,0,0,0,0,200,402,125,917,917,0,0,127,122,0,0,0,0,0,1,51,8460,1,51,7938,1,795,320,4600,0,00:01:06.362197
89.5625,4,0,0,0,0,100,402,125,918,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,796,320,4700,0,00:01:06.464450
96.0,4,0,0,0,0,100,402,125,917,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,797,320,4700,0,00:01:06.566703
96.0625,4,0,0,0,0,100,402,125,917,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,799,320,4700,0,00:01:06.668956
96.125,4,0,0,0,0,100,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,800,320,4700,0,00:01:06.771209
96.1875,4,0,0,0,0,100,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,801,320,4700,0,00:01:06.873462
96.25,4,0,0,0,0,100,402,124,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,803,320,4700,0,00:01:06.975715
96.3125,4,0,0,0,0,100,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,804,320,4700,0,00:01:07.077968
96.375,4,0,0,0,0,100,402,125,917,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,806,320,4700,0,00:01:07.180221
96.4375,4,0,0,0,0,100,402,125,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,807,320,4800,0,00:01:07.282474
96.5,4,0,0,0,0,100,402,125,918,917,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,808,320,4800,0,00:01:07.384727
96.5625,4,0,0,0,0,100,402,125,918,918,0,0,126,121,0,0,0,0,0,1,51,8460,1,51,7938,1,810,320,4800,0,00:01:07.486980
97.0,4,0,0,0,0,100,402,125,918,918,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,811,320,4800,0,00:01:07.589233
97.0625,4,0,0,0,0,100,402,125,917,917,0,0,127,122,0,0,0,0,0,1,51,8460,1,51,7938,1,813,320,4800,0,00:01:07.691486
97.125,4,0,0,0,0,100,402,125,918,917,0,0,126,122,0,0,0,0,0,1,51,8460,1,51,7938,1,814,320,4800,0,00:01:07.793739
97.1875,4,0,0,0,0,100,402,125,918,917,0,0,127,122,0,0,0,0,0,1,51,8460,1,51,7938,1,815,320,4800,0,00:01:07.895992
