0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,Timestamp
-5989.33984375,2033,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.388582
-5989.37890625,2033,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.408160
-5989.26953125,2033,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.427738
-5989.26171875,2033,128,2065,7,205,0,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.447316
-5989.16015625,2033,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.466894
-5990.53515625,2032,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.486472
-5990.47265625,2032,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.506050
-5990.51953125,2032,128,2065,7,205,0,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.525628
-5990.44921875,2032,128,2065,7,205,0,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.545206
-5990.39453125,2032,128,2065,7,205,0,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.564784
-5990.33203125,2032,128,2065,7,205,0,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.584362
-5990.53515625,2032,128,2065,7,205,0,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.603940
-5990.50390625,2033,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.623518
-5990.53515625,2033,128,2064,7,205,0,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.643096
-5990.44140625,2032,128,2064,7,205,472,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.662674
-5987.47265625,2036,128,2064,7,207,473,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.682252
-5987.41015625,2037,128,2063,7,207,473,0,0,0,170,0,0,0,2,0,0,15,8,00:01:32.701830
-5987.34765625,2036,128,2065,7,207,473,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.721408
-5987.28515625,2036,128,2065,7,207,473,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.740986
-5987.22265625,2036,128,2065,7,207,473,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.760564
-5987.16015625,2037,128,2064,7,207,473,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.780142
-5987.09765625,2037,128,2065,7,207,473,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.799720
-5987.03515625,2037,128,2065,7,207,473,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.819298
-5986.59765625,2037,128,2064,7,207,473,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.838876
-5986.53515625,2036,128,2064,7,207,473,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.858454
-5986.47265625,2037,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.878032
-5986.41015625,2036,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.897610
-5986.34765625,2036,128,2064,7,207,474,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.917188
-5986.28515625,2037,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.936766
-5986.22265625,2037,128,2064,7,207,474,0,0,0,170,0,0,0,2,0,0,16,8,00:01:32.956344
-5986.16015625,2037,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.975922
-5986.09765625,2038,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:32.995500
-5986.03515625,2037,128,2066,7,207,474,0,0,0,170,0,0,0,2,0,0,18,8,00:01:33.015078
-5985.59765625,2037,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.034656
-5985.53515625,2037,128,2065,7,207,474,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.054234
-5985.47265625,2037,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.073812
-5985.41015625,2037,128,2065,7,206,475,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.093390
-5985.34765625,2037,128,2065,7,206,475,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.112968
-5985.28515625,2037,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.132546
-5985.22265625,2037,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.152124
-5985.16015625,2037,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.171702
-5985.09765625,2036,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.191280
-5985.03515625,2037,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.210858
-5984.59765625,2037,128,2065,7,206,475,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.230436
-5984.53515625,2037,128,2064,7,206,475,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.250014
-5984.47265625,2037,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.269592
-5984.41015625,2036,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.289170
-5984.34765625,2038,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.308748
-5984.28515625,2037,128,2066,7,206,476,0,0,0,170,0,0,0,2,0,0,18,8,00:01:33.328326
-5984.22265625,2037,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.347904
-5984.16015625,2037,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.367482
-5984.09765625,2038,128,2064,7,206,476,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.387060
-5984.03515625,2038,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.406638
-5977.59765625,2037,128,2064,7,206,476,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.426216
-5977.53515625,2038,128,2065,7,206,476,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.445794
-5977.47265625,2038,128,2064,7,206,477,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.465372
-5977.41015625,2038,128,2065,7,206,477,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.484950
-5977.34765625,2037,128,2065,7,206,477,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.504528
-5977.28515625,2037,128,2064,7,206,477,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.524106
-5977.22265625,2037,128,2065,7,206,477,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.543684
-5977.16015625,2036,128,2064,7,206,477,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.563262
-5977.09765625,2038,128,2065,7,206,477,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.582840
-5977.03515625,2038,128,2065,7,206,477,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.602418
-5976.59765625,2038,128,2065,7,206,477,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.621996
-5976.53515625,2037,128,2064,7,206,477,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.641574
-5976.47265625,2036,128,2065,7,206,478,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.661152
-5976.41015625,2038,128,2063,7,206,478,0,0,0,170,0,0,0,2,0,0,15,8,00:01:33.680730
-5976.34765625,2037,128,2064,7,206,478,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.700308
-5976.28515625,2038,128,2064,7,206,478,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.719886
-5976.22265625,2038,128,2065,7,206,478,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.739464
-5976.16015625,2037,128,2064,7,206,478,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.759042
-5976.09765625,2037,128,2064,7,206,478,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.778620
-5976.03515625,2038,128,2065,7,206,478,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.798198
-5975.59765625,2037,128,2065,7,206,478,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.817776
-5975.53515625,2037,128,2064,7,206,478,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.837354
-5975.47265625,2037,128,2065,7,206,479,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.856932
-5975.41015625,2038,128,2065,7,206,479,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.876510
-5975.34765625,2038,128,2064,7,206,479,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.896088
-5975.28515625,2037,128,2064,7,206,479,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.915666
-5975.22265625,2038,128,2064,7,206,479,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.935244
-5975.16015625,2038,128,2065,7,206,479,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.954822
-5975.09765625,2038,128,2064,7,206,479,0,0,0,170,0,0,0,2,0,0,16,8,00:01:33.974400
-5975.03515625,2037,128,2065,7,206,479,0,0,0,170,0,0,0,2,0,0,17,8,00:01:33.993978
-5974.59765625,2038,128,2064,7,206,479,0,0,0,170,0,0,0,2,0,0,16,8,00:01:34.013556
-5974.53515625,2038,128,2065,7,206,479,0,0,0,170,0,0,0,2,0,0,17,8,00:01:34.033134
-5974.47265625,2038,128,2064,7,206,480,0,0,0,170,1,0,0,2,0,0,16,8,00:01:34.052712
-5974.41015625,2038,128,2065,7,206,480,0,0,0,170,2,0,0,2,0,0,17,8,00:01:34.072290
-5974.34765625,2038,128,2065,7,206,480,0,0,0,170,3,0,0,2,0,0,17,8,00:01:34.091868
-5974.28515625,2038,128,2065,7,206,480,0,0,0,170,4,0,0,2,0,0,17,8,00:01:34.111446
-5974.22265625,2038,128,2065,7,206,480,0,0,0,170,5,0,0,2,0,0,17,8,00:01:34.131024
-5974.16015625,2038,128,2064,7,206,480,0,0,0,170,6,0,0,2,0,0,16,8,00:01:34.150602
-5974.09765625,2038,128,2065,7,206,480,0,0,0,170,7,0,0,2,0,0,17,8,00:01:34.170180
-5974.03515625,2038,128,2064,7,206,480,0,0,0,170,8,0,0,2,0,0,16,8,00:01:34.189758
-5973.59765625,2038,128,2065,7,206,480,0,0,0,170,9,0,0,2,0,0,17,8,00:01:34.209336
-5973.53515625,2038,128,2065,7,206,480,0,0,0,170,10,0,0,2,0,0,17,8,00:01:34.228914
-5973.47265625,2038,128,2064,7,206,481,0,0,0,170,11,0,0,2,0,0,16,8,00:01:34.248492
-5973.41015625,2038,128,2064,7,206,481,0,0,0,170,12,0,0,2,0,0,16,8,00:01:34.268070
-5973.34765625,2038,128,2065,7,206,481,0,0,0,170,13,0,0,2,0,0,17,8,00:01:34.287648
-5973.28515625,2038,128,2064,7,206,481,0,0,0,170,14,0,0,2,0,0,16,8,00:01:34.307226
-5973.22265625,2038,128,2065,7,206,481,0,0,0,170,15,0,0,2,0,0,17,8,00:01:34.326804
-5973.16015625,2038,128,2065,7,206,481,0,0,0,170,16,0,0,2,0,0,17,8,00:01:34.346382
-5973.09765625,2039,128,2064,7,206,481,0,0,0,170,17,0,0,2,0,0,16,8,00:01:34.365960
-5973.03515625,2038,128,2065,7,206,481,0,0,0,170,18,0,0,2,0,0,17,8,00:01:34.385538
-5972.59765625,2038,128,2065,7,206,481,0,0,0,170,19,0,0,2,0,0,17,8,00:01:34.405116
-5972.53515625,2038,128,2065,7,206,481,0,0,0,170,20,0,0,2,0,0,17,8,00:01:34.424694
-5972.47265625,2038,128,2065,7,206,482,0,0,0,170,21,0,0,2,0,0,17,8,00:01:34.444272
-5972.41015625,2038,128,2065,7,206,482,0,0,0,170,22,0,0,2,0,0,17,8,00:01:34.463850
-5972.34765625,2039,128,2064,7,206,482,0,0,0,170,23,0,0,2,0,0,16,8,00:01:34.483428
-5972.28515625,2038,128,2064,7,206,482,0,0,0,170,24,0,0,2,0,0,16,8,00:01:34.503006
-5972.22265625,2038,128,2065,7,206,482,0,0,0,170,25,0,0,2,0,0,17,8,00:01:34.522584
-5972.16015625,2038,128,2065,7,207,482,0,0,0,170,26,0,0,2,0,0,17,8,00:01:34.542162
-5972.09765625,2038,128,2064,7,217,482,0,0,0,170,27,0,0,2,0,0,16,8,00:01:34.561740
-5972.03515625,2039,128,2064,7,221,482,0,0,0,170,28,0,0,2,0,0,16,8,00:01:34.581318
-5971.59765625,2038,128,2066,7,222,482,0,0,0,170,29,0,0,2,0,0,18,8,00:01:34.600896
-5971.53515625,2038,128,2064,7,222,482,0,0,0,170,30,0,0,2,0,0,16,8,00:01:34.620474
-5971.47265625,2039,128,2065,7,222,483,0,0,0,170,32,0,0,2,0,0,17,8,00:01:34.640052
-5971.41015625,2039,128,2065,7,222,483,0,0,0,170,33,0,0,2,0,0,17,8,00:01:34.659630
-5971.34765625,2039,128,2064,7,222,483,0,0,0,170,34,0,0,2,0,0,16,8,00:01:34.679208
-5971.28515625,2039,128,2064,7,222,483,0,0,0,170,35,0,0,2,0,0,16,8,00:01:34.698786
-5971.22265625,2038,128,2066,7,222,483,0,0,0,170,36,0,0,2,0,0,18,8,00:01:34.718364
-5971.16015625,2039,128,2064,7,222,483,0,0,0,170,37,0,0,2,0,0,16,8,00:01:34.737942
-5971.09765625,2039,128,2065,7,221,483,0,0,0,170,38,0,0,2,0,0,17,8,00:01:34.757520
-5971.03515625,2038,128,2064,7,221,483,0,0,0,170,39,0,0,2,0,0,16,8,00:01:34.777098
-5970.59765625,2039,128,2065,7,221,483,0,0,0,170,40,0,0,2,0,0,17,8,00:01:34.796676
-5970.53515625,2039,128,2065,7,221,483,0,0,0,170,41,0,0,2,0,0,17,8,00:01:34.816254
-5970.47265625,2039,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.835832
-5970.41015625,2038,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.855410
-5970.34765625,2039,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.874988
-5970.28515625,2038,128,2065,7,221,484,0,0,0,170,42,0,0,2,0,0,17,8,00:01:34.894566
-5970.22265625,2038,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.914144
-5970.16015625,2039,128,2065,7,221,484,0,0,0,170,42,0,0,2,0,0,17,8,00:01:34.933722
-5970.09765625,2039,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.953300
-5970.03515625,2039,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.972878
-5969.59765625,2038,128,2064,7,221,484,0,0,0,170,42,0,0,2,0,0,16,8,00:01:34.992456
-5969.53515625,2039,128,2065,7,221,484,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.012034
-5969.47265625,2039,128,2064,7,221,485,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.031612
-5969.41015625,2039,128,2065,7,221,485,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.051190
-5969.34765625,2039,128,2064,7,221,485,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.070768
-5969.28515625,2039,128,2064,7,221,485,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.090346
-5969.22265625,2038,128,2064,7,221,485,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.109924
-5969.16015625,2039,128,2065,7,221,485,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.129502
-5969.09765625,2039,128,2065,7,221,485,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.149080
-5969.03515625,2039,128,2065,7,221,485,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.168658
-5968.59765625,2039,128,2064,7,221,485,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.188236
-5968.53515625,2039,128,2065,7,221,485,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.207814
-5968.47265625,2038,128,2064,7,221,486,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.227392
-5968.41015625,2039,128,2064,7,221,486,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.246970
-5968.34765625,2039,128,2065,7,221,486,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.266548
-5968.28515625,2039,128,2065,7,221,486,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.286126
-5968.22265625,2039,128,2065,7,221,486,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.305704
-5968.16015625,2039,128,2065,7,221,486,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.325282
-5968.09765625,2039,128,2064,7,221,486,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.344860
-5968.03515625,2039,128,2065,7,221,486,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.364438
-5961.59765625,2039,128,2064,7,221,486,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.384016
-5961.53515625,2038,128,2064,7,221,486,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.403594
-5961.47265625,2039,128,2064,7,221,487,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.423172
-5961.41015625,2038,128,2065,7,221,487,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.442750
-5961.34765625,2039,128,2064,7,221,487,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.462328
-5961.28515625,2039,128,2065,7,221,487,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.481906
-5961.22265625,2038,128,2065,7,221,487,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.501484
-5961.16015625,2039,128,2065,7,221,487,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.521062
-5961.09765625,2039,128,2064,7,221,487,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.540640
-5961.03515625,2039,128,2065,7,221,487,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.560218
-5960.59765625,2039,128,2064,7,221,487,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.579796
-5960.53515625,2040,128,2064,7,221,487,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.599374
-5960.47265625,2040,128,2065,7,221,488,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.618952
-5960.41015625,2039,128,2065,7,221,488,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.638530
-5960.34765625,2039,128,2065,7,221,488,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.658108
-5960.28515625,2039,128,2064,7,221,488,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.677686
-5960.22265625,2039,128,2064,7,221,488,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.697264
-5960.16015625,2039,128,2065,7,221,488,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.716842
-5960.09765625,2039,128,2065,7,221,488,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.736420
-5960.03515625,2038,128,2064,7,221,488,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.755998
-5959.59765625,2039,128,2064,7,221,488,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.775576
-5959.53515625,2039,128,2065,7,221,488,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.795154
-5959.47265625,2039,128,2065,7,221,489,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.814732
-5959.41015625,2039,128,2065,7,221,489,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.834310
-5959.34765625,2039,128,2064,7,221,489,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.853888
-5959.28515625,2040,128,2066,7,221,489,0,0,0,170,42,0,0,2,0,0,18,8,00:01:35.873466
-5959.22265625,2039,128,2064,7,221,489,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.893044
-5959.16015625,2040,128,2065,7,221,489,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.912622
-5959.09765625,2040,128,2065,7,221,489,0,0,0,170,42,0,0,2,0,0,17,8,00:01:35.932200
-5959.03515625,2040,128,2064,7,221,489,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.951778
-5958.59765625,2040,128,2064,7,221,489,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.971356
-5958.53515625,2039,128,2064,7,221,489,0,0,0,170,42,0,0,2,0,0,16,8,00:01:35.990934
-5958.47265625,2039,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.010512
-5958.41015625,2039,128,2065,7,221,490,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.030090
-5958.34765625,2038,128,2065,7,221,490,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.049668
-5958.28515625,2040,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.069246
-5958.22265625,2039,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.088824
-5958.16015625,2040,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.108402
-5958.09765625,2039,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.127980
-5958.03515625,2040,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.147558
-5957.59765625,2039,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.167136
-5957.53515625,2039,128,2064,7,221,490,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.186714
-5957.47265625,2040,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.206292
-5957.41015625,2039,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.225870
-5957.34765625,2039,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.245448
-5957.28515625,2040,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.265026
-5957.22265625,2040,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.284604
-5957.16015625,2039,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.304182
-5957.09765625,2039,128,2064,7,221,491,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.323760
-5957.03515625,2039,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.343338
-5956.59765625,2040,128,2064,7,221,491,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.362916
-5956.53515625,2039,128,2065,7,221,491,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.382494
-5956.47265625,2039,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.402072
-5956.41015625,2039,128,2065,7,221,492,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.421650
-5956.34765625,2039,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.441228
-5956.28515625,2040,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.460806
-5956.22265625,2039,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.480384
-5956.16015625,2040,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.499962
-5956.09765625,2040,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.519540
-5956.03515625,2040,128,2064,7,221,492,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.539118
-5955.59765625,2040,128,2065,7,221,492,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.558696
-5955.53515625,2039,128,2063,7,221,492,0,0,0,170,42,0,0,2,0,0,15,8,00:01:36.578274
-5955.47265625,2040,128,2066,7,221,493,0,0,0,170,42,0,0,2,0,0,18,8,00:01:36.597852
-5955.41015625,2040,128,2064,7,221,493,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.617430
-5955.34765625,2040,128,2065,7,221,493,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.637008
-5955.28515625,2040,128,2064,7,221,493,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.656586
-5955.22265625,2040,128,2065,7,221,493,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.676164
-5955.16015625,2040,128,2064,7,221,493,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.695742
-5955.09765625,2041,128,2065,7,221,493,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.715320
-5955.03515625,2040,128,2065,7,221,493,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.734898
-5954.59765625,2039,128,2065,7,221,493,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.754476
-5954.53515625,2040,128,2065,7,221,493,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.774054
-5954.47265625,2041,128,2065,7,221,494,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.793632
-5954.41015625,2040,128,2064,7,221,494,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.813210
-5954.34765625,2040,128,2064,7,221,494,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.832788
-5954.28515625,2040,128,2065,7,221,494,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.852366
-5954.22265625,2039,128,2064,7,221,494,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.871944
-5954.16015625,2040,128,2065,7,221,494,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.891522
-5954.09765625,2040,128,2064,7,221,494,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.911100
-5954.03515625,2040,128,2064,7,221,494,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.930678
-5953.59765625,2040,128,2065,7,221,494,0,0,0,170,42,0,0,2,0,0,17,8,00:01:36.950256
-5953.53515625,2040,128,2064,7,221,494,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.969834
-5953.47265625,2039,128,2064,7,221,495,0,0,0,170,42,0,0,2,0,0,16,8,00:01:36.989412
-5953.41015625,2040,128,2064,7,221,495,0,0,0,170,42,0,0,2,0,0,16,8,00:01:37.008990
-5953.34765625,2040,128,2066,7,221,495,0,0,0,170,42,0,0,2,0,0,18,8,00:01:37.028568
